Gemeinde,03.09.2021 | 13:00 Uhr,06.09.2021 | 15:00 Uhr,Differenz
Bergkamen,3065,3076,11
Bönen,1006,1011,5
Fröndenberg/Ruhr,1029,1031,2
Holzwickede,760,760,0
Kamen,2083,2088,5
Lünen,5510,5528,18
Schwerte,1906,1916,10
Selm,1179,1183,4
Unna,2391,2401,10
Werne,1340,1345,5
