Gemeinde,07.06.2021 | 15:00 Uhr,08.06.2021 | 15:00 Uhr,Differenz
Bergkamen,2858,2861,3
Bönen,949,953,4
Fröndenberg/Ruhr,981,981,0
Holzwickede,685,689,4
Kamen,1932,1933,1
Lünen,5153,5156,3
Schwerte,1790,1792,2
Selm,1129,1129,0
Unna,2215,2216,1
Werne,1257,1259,2
