Gemeinde,07.09.2021 | 15:00 Uhr,08.09.2021 | 15:00 Uhr,Differenz
Bergkamen,3080,3086,6
Bönen,1014,1015,1
Fröndenberg/Ruhr,1037,1043,6
Holzwickede,761,763,2
Kamen,2095,2103,8
Lünen,5543,5554,11
Schwerte,1919,1921,2
Selm,1183,1185,2
Unna,2412,2418,6
Werne,1345,1346,1
