Gemeinde,09.06.2021 | 15:00 Uhr,10.06.2021 | 15:00 Uhr,Differenz
Bergkamen,2865,2868,3
Bönen,953,954,1
Fröndenberg/Ruhr,981,982,1
Holzwickede,689,690,1
Kamen,1933,1933,0
Lünen,5158,5160,2
Schwerte,1792,1793,1
Selm,1131,1131,0
Unna,2218,2218,0
Werne,1261,1264,3
