Gemeinde,01.06.2021 | 15:00 Uhr,02.06.2021 | 13:00 Uhr,Differenz
Bergkamen,2850,2853,3
Bönen,940,942,2
Fröndenberg/Ruhr,977,981,4
Holzwickede,674,683,9
Kamen,1930,1931,1
Lünen,5136,5139,3
Schwerte,1778,1780,2
Selm,1123,1125,2
Unna,2209,2209,0
Werne,1255,1257,2
