Gemeinde,01.02.2022 | 15:00 Uhr,02.02.2022 | 15:00 Uhr,Differenz
Bergkamen,6229,6279,50
Bönen,2244,2282,38
Fröndenberg/Ruhr,2027,2047,20
Holzwickede,1550,1556,6
Kamen,4222,4265,43
Lünen,11121,11294,173
Schwerte,4161,4213,52
Selm,2489,2510,21
Unna,5344,5411,67
Werne,2682,2709,27
