Gemeinde,14.06.2021 | 15:00 Uhr,15.06.2021 | 15:00 Uhr,Differenz
Bergkamen,2871,2872,1
Bönen,954,955,1
Fröndenberg/Ruhr,982,982,0
Holzwickede,690,690,0
Kamen,1934,1935,1
Lünen,5162,5163,1
Schwerte,1794,1794,0
Selm,1131,1131,0
Unna,2218,2218,0
Werne,1267,1267,0
