Gemeinde,24.06.2021 | 15:00 Uhr,25.06.2021 | 13:00 Uhr,Differenz
Bergkamen,2879,2879,0
Bönen,958,958,0
Fröndenberg/Ruhr,984,984,0
Holzwickede,690,690,0
Kamen,1937,1938,1
Lünen,5169,5169,0
Schwerte,1794,1794,0
Selm,1136,1136,0
Unna,2224,2225,1
Werne,1268,1269,1
