Gemeinde,21.12.2021 | 15:00 Uhr,22.12.2021 | 15:00 Uhr,Differenz
Bergkamen,3862,3872,10
Bönen,1431,1440,9
Fröndenberg/Ruhr,1278,1280,2
Holzwickede,985,997,12
Kamen,2740,2754,14
Lünen,7227,7258,31
Schwerte,2676,2706,30
Selm,1626,1637,11
Unna,3564,3589,25
Werne,1815,1823,8
