Gemeinde,10.08.2021 | 15:00 Uhr,11.08.2021 | 15:00 Uhr,Differenz
Bergkamen,2907,2907,0
Bönen,967,967,0
Fröndenberg/Ruhr,1000,1002,2
Holzwickede,697,700,3
Kamen,1959,1960,1
Lünen,5243,5252,9
Schwerte,1824,1824,0
Selm,1147,1148,1
Unna,2258,2261,3
Werne,1281,1282,1
