Gemeinde,02.11.2021 | 15:00 Uhr,03.11.2021 | 15:00 Uhr,Differenz
Bergkamen,3282,3286,4
Bönen,1066,1069,3
Fröndenberg/Ruhr,1082,1085,3
Holzwickede,820,822,2
Kamen,2222,2229,7
Lünen,6005,6019,14
Schwerte,2095,2105,10
Selm,1261,1268,7
Unna,2671,2677,6
Werne,1435,1439,4
