Gemeinde,22.06.2021 | 15:00 Uhr,23.06.2021 | 15:00 Uhr,Differenz
Bergkamen,2875,2876,1
Bönen,957,958,1
Fröndenberg/Ruhr,982,982,0
Holzwickede,690,690,0
Kamen,1937,1937,0
Lünen,5166,5167,1
Schwerte,1794,1794,0
Selm,1134,1134,0
Unna,2222,2222,0
Werne,1268,1268,0
