Gemeinde,27.08.2021 | 13:00 Uhr,30.08.2021 | 15:00 Uhr,Differenz
Bergkamen,3006,3026,20
Bönen,990,994,4
Fröndenberg/Ruhr,1015,1017,2
Holzwickede,742,744,2
Kamen,2043,2050,7
Lünen,5431,5455,24
Schwerte,1878,1889,11
Selm,1178,1178,0
Unna,2338,2354,16
Werne,1307,1317,10
