Gemeinde,27.09.2021 | 15:00 Uhr,28.09.2021 | 15:00 Uhr,Differenz
Bergkamen,3163,3165,2
Bönen,1029,1030,1
Fröndenberg/Ruhr,1052,1054,2
Holzwickede,777,778,1
Kamen,2158,2160,2
Lünen,5703,5714,11
Schwerte,1986,1991,5
Selm,1206,1209,3
Unna,2511,2519,8
Werne,1371,1373,2
