Gemeinde,09.11.2021 | 15:00 Uhr,10.11.2021 | 15:00 Uhr,Differenz
Bergkamen,3306,3310,4
Bönen,1082,1085,3
Fröndenberg/Ruhr,1093,1096,3
Holzwickede,834,840,6
Kamen,2262,2275,13
Lünen,6112,6150,38
Schwerte,2167,2181,14
Selm,1288,1300,12
Unna,2721,2726,5
Werne,1479,1484,5
