Gemeinde,30.09.2021 | 15:00 Uhr,01.10.2021 | 13:00 Uhr,Differenz
Bergkamen,3171,3174,3
Bönen,1032,1032,0
Fröndenberg/Ruhr,1055,1056,1
Holzwickede,781,781,0
Kamen,2169,2169,0
Lünen,5735,5749,14
Schwerte,2000,2004,4
Selm,1212,1212,0
Unna,2536,2540,4
Werne,1373,1373,0
