Gemeinde,31.05.2021 | 15:00 Uhr,01.06.2021 | 13:00 Uhr,Differenz
Bergkamen,2841,2850,9
Bönen,940,940,0
Fröndenberg/Ruhr,976,977,1
Holzwickede,672,674,2
Kamen,1928,1930,2
Lünen,5127,5136,9
Schwerte,1769,1778,9
Selm,1121,1123,2
Unna,2204,2209,5
Werne,1254,1255,1
