Gemeinde,02.09.2021 | 15:00 Uhr,03.09.2021 | 13:00 Uhr,Differenz
Bergkamen,3064,3065,1
Bönen,1004,1006,2
Fröndenberg/Ruhr,1027,1029,2
Holzwickede,759,760,1
Kamen,2081,2083,2
Lünen,5498,5510,12
Schwerte,1901,1906,5
Selm,1179,1179,0
Unna,2386,2391,5
Werne,1339,1340,1
