Gemeinde,29.10.2021 | 14:00 Uhr,02.11.2021 | 15:00 Uhr,Differenz
Bergkamen,3269,3282,13
Bönen,1064,1066,2
Fröndenberg/Ruhr,1079,1082,3
Holzwickede,817,820,3
Kamen,2219,2222,3
Lünen,5983,6005,22
Schwerte,2076,2095,19
Selm,1255,1261,6
Unna,2662,2671,9
Werne,1429,1435,6
