Gemeinde,08.10.2021 | 13:00 Uhr,11.10.2021 | 15:00 Uhr,Differenz
Bergkamen,3206,3211,5
Bönen,1035,1037,2
Fröndenberg/Ruhr,1059,1061,2
Holzwickede,787,787,0
Kamen,2180,2184,4
Lünen,5777,5798,21
Schwerte,2018,2022,4
Selm,1219,1225,6
Unna,2568,2580,12
Werne,1383,1385,2
