Gemeinde,17.09.2021 | 13:00 Uhr,20.09.2021 | 15:00 Uhr,Differenz
Bergkamen,3131,3139,8
Bönen,1022,1025,3
Fröndenberg/Ruhr,1051,1051,0
Holzwickede,769,772,3
Kamen,2131,2134,3
Lünen,5643,5651,8
Schwerte,1960,1968,8
Selm,1200,1201,1
Unna,2473,2482,9
Werne,1366,1367,1
