Gemeinde,07.10.2021 | 15:00 Uhr,08.10.2021 | 13:00 Uhr,Differenz
Bergkamen,3201,3206,5
Bönen,1034,1035,1
Fröndenberg/Ruhr,1059,1059,0
Holzwickede,787,787,0
Kamen,2180,2180,0
Lünen,5776,5777,1
Schwerte,2017,2018,1
Selm,1219,1219,0
Unna,2562,2568,6
Werne,1380,1383,3
