Gemeinde,23.09.2021 | 15:00 Uhr,24.09.2021 | 13:00 Uhr,Differenz
Bergkamen,3156,3158,2
Bönen,1026,1028,2
Fröndenberg/Ruhr,1051,1051,0
Holzwickede,772,773,1
Kamen,2143,2146,3
Lünen,5678,5685,7
Schwerte,1978,1981,3
Selm,1205,1205,0
Unna,2496,2497,1
Werne,1371,1371,0
