Gemeinde,16.09.2021 | 15:00 Uhr,17.09.2021 | 13:00 Uhr,Differenz
Bergkamen,3128,3131,3
Bönen,1022,1022,0
Fröndenberg/Ruhr,1050,1051,1
Holzwickede,767,769,2
Kamen,2130,2131,1
Lünen,5635,5643,8
Schwerte,1958,1960,2
Selm,1197,1200,3
Unna,2471,2473,2
Werne,1365,1366,1
