Gemeinde,29.07.2021 | 15:00 Uhr,30.07.2021 | 13:00 Uhr,Differenz
Bergkamen,2897,2899,2
Bönen,960,960,0
Fröndenberg/Ruhr,994,994,0
Holzwickede,690,691,1
Kamen,1949,1951,2
Lünen,5206,5206,0
Schwerte,1811,1813,2
Selm,1142,1142,0
Unna,2248,2248,0
Werne,1274,1274,0
