Gemeinde,14.10.2021 | 15:00 Uhr,15.10.2021 | 13:00 Uhr,Differenz
Bergkamen,3224,3225,1
Bönen,1037,1037,0
Fröndenberg/Ruhr,1063,1063,0
Holzwickede,789,789,0
Kamen,2190,2191,1
Lünen,5846,5855,9
Schwerte,2026,2026,0
Selm,1229,1229,0
Unna,2596,2599,3
Werne,1398,1400,2
