Gemeinde,24.11.2021 | 15:00 Uhr,25.11.2021 | 15:00 Uhr,Differenz
Bergkamen,3451,3480,29
Bönen,1197,1203,6
Fröndenberg/Ruhr,1149,1150,1
Holzwickede,870,881,11
Kamen,2417,2427,10
Lünen,6565,6605,40
Schwerte,2311,2329,18
Selm,1428,1442,14
Unna,2909,2948,39
Werne,1578,1600,22
