Gemeinde,20.08.2021 | 13:00 Uhr,23.08.2021 | 15:00 Uhr,Differenz
Bergkamen,2944,2960,16
Bönen,971,978,7
Fröndenberg/Ruhr,1005,1009,4
Holzwickede,722,725,3
Kamen,2003,2013,10
Lünen,5327,5353,26
Schwerte,1851,1860,9
Selm,1164,1170,6
Unna,2293,2309,16
Werne,1292,1295,3
