Gemeinde,22.10.2021 | 17:00 Uhr,25.10.2021 | 15:00 Uhr,Differenz
Bergkamen,3238,3240,2
Bönen,1056,1058,2
Fröndenberg/Ruhr,1068,1069,1
Holzwickede,809,811,2
Kamen,2207,2209,2
Lünen,5916,5924,8
Schwerte,2038,2043,5
Selm,1237,1238,1
Unna,2625,2637,12
Werne,1415,1419,4
