Gemeinde,16.11.2021 | 15:00 Uhr,17.11.2021 | 15:00 Uhr,Differenz
Bergkamen,3345,3357,12
Bönen,1122,1134,12
Fröndenberg/Ruhr,1123,1128,5
Holzwickede,855,858,3
Kamen,2332,2352,20
Lünen,6309,6354,45
Schwerte,2221,2242,21
Selm,1338,1349,11
Unna,2778,2790,12
Werne,1509,1521,12
