Gemeinde,22.09.2021 | 15:00 Uhr,23.09.2021 | 15:00 Uhr,Differenz
Bergkamen,3150,3156,6
Bönen,1026,1026,0
Fröndenberg/Ruhr,1051,1051,0
Holzwickede,772,772,0
Kamen,2142,2143,1
Lünen,5672,5678,6
Schwerte,1975,1978,3
Selm,1205,1205,0
Unna,2494,2496,2
Werne,1370,1371,1
