Gemeinde,10.09.2021 | 13:00 Uhr,13.09.2021 | 15:00 Uhr,Differenz
Bergkamen,3102,3112,10
Bönen,1016,1017,1
Fröndenberg/Ruhr,1048,1049,1
Holzwickede,766,766,0
Kamen,2117,2118,1
Lünen,5583,5598,15
Schwerte,1935,1940,5
Selm,1188,1191,3
Unna,2436,2445,9
Werne,1354,1358,4
