Gemeinde,12.08.2021 | 15:00 Uhr,13.08.2021 | 13:00 Uhr,Differenz
Bergkamen,2907,2911,4
Bönen,968,968,0
Fröndenberg/Ruhr,1002,1003,1
Holzwickede,701,703,2
Kamen,1967,1970,3
Lünen,5260,5261,1
Schwerte,1825,1825,0
Selm,1150,1151,1
Unna,2264,2265,1
Werne,1282,1282,0
