Gemeinde,12.11.2021 | 13:00 Uhr,15.11.2021 | 15:00 Uhr,Differenz
Bergkamen,3327,3332,5
Bönen,1099,1111,12
Fröndenberg/Ruhr,1106,1119,13
Holzwickede,847,853,6
Kamen,2299,2317,18
Lünen,6209,6251,42
Schwerte,2195,2206,11
Selm,1316,1325,9
Unna,2743,2764,21
Werne,1500,1507,7
