Gemeinde,17.12.2021 | 13:00 Uhr,20.12.2021 | 16:00 Uhr,Differenz
Bergkamen,3825,3844,19
Bönen,1390,1420,30
Fröndenberg/Ruhr,1271,1275,4
Holzwickede,972,977,5
Kamen,2716,2729,13
Lünen,7163,7200,37
Schwerte,2638,2666,28
Selm,1611,1622,11
Unna,3506,3546,40
Werne,1789,1806,17
