Gemeinde,23.06.2021 | 15:00 Uhr,24.06.2021 | 15:00 Uhr,Differenz
Bergkamen,2876,2879,3
Bönen,958,958,0
Fröndenberg/Ruhr,982,984,2
Holzwickede,690,690,0
Kamen,1937,1937,0
Lünen,5167,5169,2
Schwerte,1794,1794,0
Selm,1134,1136,2
Unna,2222,2224,2
Werne,1268,1268,0
