Gemeinde,15.06.2021 | 15:00 Uhr,16.06.2021 | 15:00 Uhr,Differenz
Bergkamen,2872,2874,2
Bönen,955,955,0
Fröndenberg/Ruhr,982,982,0
Holzwickede,690,690,0
Kamen,1935,1936,1
Lünen,5163,5164,1
Schwerte,1794,1794,0
Selm,1131,1131,0
Unna,2218,2219,1
Werne,1267,1267,0
