Gemeinde,05.07.2021 | 15:00 Uhr,06.07.2021 | 15:00 Uhr,Differenz
Bergkamen,2880,2880,0
Bönen,958,958,0
Fröndenberg/Ruhr,984,984,0
Holzwickede,690,690,0
Kamen,1940,1940,0
Lünen,5172,5172,0
Schwerte,1794,1794,0
Selm,1136,1136,0
Unna,2227,2227,0
Werne,1270,1270,0
