Gemeinde,08.02.2022 | 15:00 Uhr,09.02.2022 | 15:00 Uhr,Differenz
Bergkamen,7150,7382,232
Bönen,2572,2624,52
Fröndenberg/Ruhr,2280,2290,10
Holzwickede,1840,1861,21
Kamen,4810,5013,203
Lünen,12549,12854,305
Schwerte,4552,4844,292
Selm,2897,2915,18
Unna,6003,6253,250
Werne,3036,3061,25
