Gemeinde,07.12.2021 | 15:00 Uhr,08.12.2021 | 15:00 Uhr,Differenz
Bergkamen,3654,3700,46
Bönen,1273,1286,13
Fröndenberg/Ruhr,1206,1217,11
Holzwickede,937,943,6
Kamen,2574,2599,25
Lünen,6906,6935,29
Schwerte,2481,2494,13
Selm,1551,1561,10
Unna,3179,3226,47
Werne,1682,1694,12
