Gemeinde,23.12.2021 | 15:00 Uhr,27.12.2021 | 15:00 Uhr,Differenz
Bergkamen,3892,3911,19
Bönen,1450,1468,18
Fröndenberg/Ruhr,1287,1294,7
Holzwickede,1002,1007,5
Kamen,2767,2783,16
Lünen,7292,7323,31
Schwerte,2721,2756,35
Selm,1642,1654,12
Unna,3621,3652,31
Werne,1830,1844,14
