Gemeinde,11.02.2022 | 13:00 Uhr,14.02.2022 | 15:00 Uhr,Differenz
Bergkamen,7844,8091,247
Bönen,2747,2884,137
Fröndenberg/Ruhr,2438,2639,201
Holzwickede,1970,2082,112
Kamen,5268,5473,205
Lünen,13282,13895,613
Schwerte,5012,5330,318
Selm,3158,3379,221
Unna,6746,7158,412
Werne,3466,3523,57
