Gemeinde,15.09.2021 | 15:00 Uhr,16.09.2021 | 15:00 Uhr,Differenz
Bergkamen,3122,3128,6
Bönen,1021,1022,1
Fröndenberg/Ruhr,1049,1050,1
Holzwickede,767,767,0
Kamen,2127,2130,3
Lünen,5621,5635,14
Schwerte,1948,1958,10
Selm,1195,1197,2
Unna,2461,2471,10
Werne,1361,1365,4
