Gemeinde,18.01.2022 | 15:00 Uhr,19.01.2022 | 15:00 Uhr,Differenz
Bergkamen,4457,4508,51
Bönen,1674,1697,23
Fröndenberg/Ruhr,1542,1575,33
Holzwickede,1174,1195,21
Kamen,3216,3256,40
Lünen,8376,8553,177
Schwerte,3338,3414,76
Selm,2006,2027,21
Unna,4238,4291,53
Werne,2202,2230,28
