Gemeinde,14.09.2021 | 15:00 Uhr,15.09.2021 | 15:00 Uhr,Differenz
Bergkamen,3115,3122,7
Bönen,1020,1021,1
Fröndenberg/Ruhr,1049,1049,0
Holzwickede,766,767,1
Kamen,2125,2127,2
Lünen,5617,5621,4
Schwerte,1944,1948,4
Selm,1192,1195,3
Unna,2456,2461,5
Werne,1359,1361,2
