Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4476,11
Datteln,2183,2
Dorsten,3398,6
Gladbeck,6025,7
Haltern am See,1166,2
Herten,4280,8
Marl,5410,10
Oer-Erkenschwick,2059,2
Recklinghausen,7635,8
Waltrop,1504,3
