Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3879,1
Datteln,1833,1
Dorsten,2911,0
Gladbeck,4891,3
Haltern am See,1004,0
Herten,3569,1
Marl,4417,3
Oer-Erkenschwick,1761,0
Recklinghausen,6202,3
Waltrop,1319,1
