Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3896,4
Datteln,1844,0
Dorsten,2927,3
Gladbeck,4920,10
Haltern am See,1008,0
Herten,3577,0
Marl,4444,3
Oer-Erkenschwick,1765,1
Recklinghausen,6227,2
Waltrop,1323,1
