Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3919,6
Datteln,1848,2
Dorsten,2940,3
Gladbeck,4952,6
Haltern am See,1011,0
Herten,3591,4
Marl,4452,2
Oer-Erkenschwick,1768,2
Recklinghausen,6237,1
Waltrop,1323,0
