Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,5998,60
Datteln,2825,19
Dorsten,4767,43
Gladbeck,7859,36
Haltern am See,1870,20
Herten,5929,40
Marl,7086,39
Oer-Erkenschwick,2813,22
Recklinghausen,10526,63
Waltrop,2029,22
