Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3985,5
Datteln,1860,0
Dorsten,3000,9
Gladbeck,5062,16
Haltern am See,1034,2
Herten,3685,7
Marl,4530,14
Oer-Erkenschwick,1790,4
Recklinghausen,6334,21
Waltrop,1330,0
