Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3955,3
Datteln,1859,1
Dorsten,2965,3
Gladbeck,5013,6
Haltern am See,1022,0
Herten,3635,13
Marl,4467,5
Oer-Erkenschwick,1781,1
Recklinghausen,6268,6
Waltrop,1326,0
