Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,5231,9
Datteln,2541,2
Dorsten,3996,4
Gladbeck,6981,16
Haltern am See,1508,5
Herten,5135,20
Marl,6324,12
Oer-Erkenschwick,2405,6
Recklinghausen,9005,28
Waltrop,1794,2
