Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4270,8
Datteln,2014,10
Dorsten,3262,5
Gladbeck,5714,25
Haltern am See,1109,2
Herten,4021,6
Marl,5093,8
Oer-Erkenschwick,1911,4
Recklinghausen,7155,15
Waltrop,1420,2
