Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,5463,14
Datteln,2632,8
Dorsten,4243,18
Gladbeck,7399,27
Haltern am See,1623,13
Herten,5407,21
Marl,6523,16
Oer-Erkenschwick,2597,11
Recklinghausen,9452,47
Waltrop,1872,7
