Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,5592,10
Datteln,2675,3
Dorsten,4388,14
Gladbeck,7528,6
Haltern am See,1699,4
Herten,5528,12
Marl,6676,17
Oer-Erkenschwick,2653,6
Recklinghausen,9771,30
Waltrop,1921,5
