Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4425,19
Datteln,2155,19
Dorsten,3368,10
Gladbeck,5967,32
Haltern am See,1149,5
Herten,4226,24
Marl,5354,26
Oer-Erkenschwick,2045,8
Recklinghausen,7550,47
Waltrop,1482,3
