Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4992,5
Datteln,2436,6
Dorsten,3743,13
Gladbeck,6577,25
Haltern am See,1385,9
Herten,4823,22
Marl,6023,31
Oer-Erkenschwick,2259,6
Recklinghausen,8521,21
Waltrop,1702,9
