Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3872,0
Datteln,1826,0
Dorsten,2906,2
Gladbeck,4873,3
Haltern am See,1002,0
Herten,3556,1
Marl,4410,0
Oer-Erkenschwick,1761,0
Recklinghausen,6193,3
Waltrop,1314,0
