Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3880,1
Datteln,1834,1
Dorsten,2912,1
Gladbeck,4892,1
Haltern am See,1005,1
Herten,3569,0
Marl,4417,0
Oer-Erkenschwick,1761,0
Recklinghausen,6204,2
Waltrop,1319,0
