Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4154,10
Datteln,1934,3
Dorsten,3159,6
Gladbeck,5419,14
Haltern am See,1080,1
Herten,3872,9
Marl,4813,7
Oer-Erkenschwick,1854,11
Recklinghausen,6765,39
Waltrop,1365,0
