Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,3903,7
Datteln,1844,0
Dorsten,2928,1
Gladbeck,4923,3
Haltern am See,1009,1
Herten,3577,0
Marl,4444,0
Oer-Erkenschwick,1766,1
Recklinghausen,6229,2
Waltrop,1323,0
