Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4017,7
Datteln,1878,3
Dorsten,3023,1
Gladbeck,5137,12
Haltern am See,1041,2
Herten,3725,4
Marl,4594,12
Oer-Erkenschwick,1801,5
Recklinghausen,6447,21
Waltrop,1336,2
