Gemeinde,Gesamtfallzahlen,Neu
Castrop-Rauxel,4165,11
Datteln,1944,10
Dorsten,3167,8
Gladbeck,5443,24
Haltern am See,1081,1
Herten,3885,13
Marl,4839,26
Oer-Erkenschwick,1856,2
Recklinghausen,6785,20
Waltrop,1372,7
